,pv,wind,demand_el,demand_th
2235,0.0,0.092,98.47500000000001,408.7155695378704
2236,0.0,0.116,96.525,308.41319324677846
2237,0.03,0.105,92.625,278.74193026757905
2238,0.124,0.095,89.7,384.209802717952
2239,0.275,0.127,88.72500000000001,330.10570092979924
2240,0.408,0.126,88.72500000000001,458.05626258534977
2241,0.611,0.118,91.65,163.17680046608675
2242,0.783,0.118,99.45,370.12205523423063
2243,0.808,0.131,96.525,323.89606410829794
2244,0.779,0.146,97.5,183.06814788311132
2245,0.684,0.16,95.55,330.8862882142215
2246,0.538,0.168,96.525,295.8579647705182
2247,0.345,0.174,94.575,226.45686099570466
2248,0.135,0.176,94.575,126.19098556534065
2249,0.006,0.187,100.425,371.7662539097902
2250,0.0,0.195,101.4,373.78143258534976
2251,0.0,0.224,113.10000000000001,252.53427914164632
2252,0.0,0.254,111.15,469.2054570223834
2253,0.0,0.302,110.175,448.1098678831114
2254,0.0,0.328,104.325,263.68899238605053
2255,0.0,0.363,100.425,362.6704867563873
2256,0.0,0.441,99.45,315.589353213587
2257,0.0,0.469,97.5,318.2485323230344
2258,0.0,0.494,99.45,373.0474031867698
2259,0.0,0.566,101.4,422.24843967819385
2260,0.0,0.621,117.0,646.2215135247775
2261,0.013,0.642,115.05,551.5046502737574
2262,0.033,0.645,108.22500000000001,387.4465076557341
2263,0.046,0.67,105.3,688.272087237275
2264,0.067,0.647,110.175,295.0682946460687
2265,0.092,0.615,111.15,579.6964307458509
2266,0.216,0.625,117.0,525.9610225001388
2267,0.371,0.677,117.0,313.1580590451973
2268,0.331,0.724,118.95,644.1803203542091
2269,0.293,0.718,120.9,476.99295383596774
2270,0.237,0.682,107.25,416.63449600871485
2271,0.129,0.611,101.4,487.55529469970315
2272,0.047,0.519,104.325,491.1049759818976
2273,0.005,0.451,105.3,439.2688485731039
2274,0.0,0.435,104.325,275.04995464606884
2275,0.0,0.414,115.05,467.2827068188158
2276,0.0,0.406,117.0,309.86063291859796
2277,0.0,0.386,111.15,478.55881035420896
2278,0.0,0.386,109.2,443.09995608916637
2279,0.0,0.38,105.3,382.96673881445844
2280,0.0,0.375,98.47500000000001,467.1562326895762
2281,0.0,0.352,98.47500000000001,363.69434255042364
2282,0.0,0.341,99.45,364.0845536228813
2283,0.0,0.329,102.375,467.13361119966095
2284,0.0,0.337,120.9,666.8843574256779
2285,0.014,0.338,178.425,678.0599416051692
2286,0.067,0.414,177.45000000000002,574.9297593211015
2287,0.132,0.498,212.55,753.91069831822
2288,0.209,0.511,202.8,445.69660510084725
2289,0.332,0.504,192.07500000000002,714.7366207414404
2290,0.405,0.533,179.4,328.19042195305065
2291,0.397,0.575,197.925,664.2886076632202
2292,0.378,0.602,169.65,315.789028805254
2293,0.315,0.612,145.275,686.3048621617795
2294,0.198,0.599,134.55,347.26749437627103
2295,0.107,0.526,124.80000000000001,335.7447532342371
2296,0.044,0.401,117.0,589.391085309576
2297,0.003,0.364,118.95,407.55841852694897
2298,0.0,0.374,117.0,429.05596510084723
2299,0.0,0.374,117.97500000000001,470.0689773153387
2300,0.0,0.367,119.925,444.906462955932
2301,0.0,0.367,117.0,429.22385880525405
2302,0.0,0.355,107.25,409.5856215763557
2303,0.0,0.334,104.325,437.2723601272033
2304,0.0,0.31,103.35000000000001,402.4844839434338
2305,0.0,0.311,104.325,360.4101566790365
2306,0.0,0.313,99.45,449.2072135500372
2307,0.0,0.327,103.35000000000001,472.50587527924114
2308,0.0,0.328,120.9,732.7512256086495
2309,0.038,0.285,147.225,609.580408216276
2310,0.182,0.421,151.125,541.1284372098773
2311,0.333,0.494,186.225,765.2852539710751
2312,0.4,0.491,193.05,570.336083358073
2313,0.416,0.488,210.6,655.7580422418714
2314,0.472,0.458,207.675,470.5431263772695
2315,0.575,0.427,204.75,310.4271988932664
2316,0.579,0.42,197.925,778.7601293964659
2317,0.518,0.447,151.125,292.4204172738654
2318,0.331,0.482,128.70000000000002,728.1670446480656
2319,0.094,0.471,112.125,345.31098414486615
2320,0.02,0.45,111.15,477.689434254669
2321,0.005,0.628,113.10000000000001,472.98413486767123
2322,0.0,0.61,115.05,351.41495335807303
2323,0.0,0.601,118.95,463.86790073227314
2324,0.0,0.584,119.925,315.2136296160715
2325,0.0,0.552,117.97500000000001,449.39225939646593
2326,0.0,0.537,114.075,422.3757258282553
2327,0.0,0.519,107.25,425.31932840824044
2328,0.0,0.519,104.325,434.6017609184929
2329,0.0,0.494,104.325,394.6805573349373
2330,0.0,0.454,101.4,466.059459117283
2331,0.0,0.433,104.325,488.10111838548045
2332,0.0,0.409,119.925,712.5059087042209
2333,0.04,0.341,175.5,589.9187221557263
2334,0.158,0.353,205.725,651.1388150074795
2335,0.284,0.417,208.65,737.3342500169116
2336,0.378,0.416,246.675,602.9695846698746
2337,0.485,0.376,213.525,521.3332307487141
2338,0.456,0.337,212.55,519.1895961146155
2339,0.467,0.323,213.525,247.2447289852328
2340,0.481,0.315,228.15,593.8334575593562
2341,0.432,0.302,181.35,506.0851364899488
2342,0.314,0.28,160.875,333.030596846418
2343,0.166,0.245,135.525,576.7123582722945
2344,0.098,0.18,111.15,344.09006504520806
2345,0.013,0.178,113.10000000000001,406.63041039224504
2346,0.0,0.235,116.025,278.9242246698746
2347,0.0,0.295,129.675,426.16555502634367
2348,0.0,0.334,127.72500000000001,391.75544110518325
2349,0.0,0.333,121.875,421.0150975593563
2350,0.0,0.3,115.05,499.1089522500479
2351,0.0,0.301,110.175,441.6912766031347
2352,0.0,0.302,105.3,440.3467814832994
2353,0.0,0.309,102.375,372.6748433578288
2354,0.0,0.305,104.325,487.48746061982325
2355,0.0,0.297,105.3,475.14141433936663
2356,0.0,0.294,123.825,737.8587036529826
2357,0.029,0.274,153.07500000000002,600.8094186197025
2358,0.124,0.232,174.525,638.7505341252291
2359,0.238,0.252,194.025,602.5726486492177
2360,0.268,0.355,194.025,502.0135104352011
2361,0.274,0.367,168.675,533.0177440071675
2362,0.275,0.364,195.975,286.4686266861423
2363,0.296,0.367,203.775,301.3295829961143
2364,0.317,0.378,183.3,509.29682933560167
2365,0.306,0.383,129.675,195.69253204409193
2366,0.224,0.343,121.875,263.8947402285933
2367,0.14,0.27,111.15,326.4182920736073
2368,0.059,0.22,104.325,364.2318439481367
2369,0.007,0.203,101.4,140.14668400716747
2370,0.0,0.169,111.15,324.06986406619825
2371,0.0,0.115,121.875,299.7484786492179
2372,0.0,0.064,117.97500000000001,487.50789046471635
2373,0.0,0.033,118.95,323.5237649001591
2374,0.0,0.019,111.15,620.1604692175403
2375,0.0,0.012,105.3,393.76200892238626
2376,0.0,0.008,101.4,144.62445350575288
2377,0.0,0.014,100.425,287.3443674479062
2378,0.0,0.03,98.47500000000001,268.4280633636865
2379,0.0,0.045,99.45,288.86159251638907
2380,0.0,0.067,97.5,341.9923947639474
2381,0.006,0.095,97.5,312.03464756956987
2382,0.051,0.112,88.72500000000001,454.93014446961337
2383,0.136,0.101,90.675,373.9917663011739
2384,0.202,0.097,91.65,329.32886404851496
2385,0.219,0.08,96.525,222.61154954319684
2386,0.214,0.064,94.575,384.96302616420826
2387,0.216,0.059,101.4,323.24644574310986
2388,0.232,0.068,103.35000000000001,287.19898405361573
2389,0.212,0.094,103.35000000000001,356.84212940623115
2390,0.137,0.131,99.45,286.6103629272861
2391,0.053,0.155,110.175,173.78477813783527
2392,0.019,0.181,106.275,359.22976207998863
2393,0.001,0.23,112.125,361.7679295431969
2394,0.0,0.26,123.825,390.3905270064051
2395,0.0,0.262,128.70000000000002,313.485576301174
2396,0.0,0.233,118.95,234.74619278011903
2397,0.0,0.202,111.15,502.9536084168674
2398,0.0,0.177,108.22500000000001,206.1154891271991
2399,0.0,0.163,106.275,290.2350418111579
2400,0.0,0.211,100.425,266.6279433262084
2401,0.0,0.228,100.425,285.9936856619579
2402,0.0,0.228,98.47500000000001,284.4943256932438
2403,0.0,0.238,101.4,288.15915295077855
2404,0.0,0.229,97.5,278.93833980159775
2405,0.048,0.202,95.55,319.0328710736291
2406,0.188,0.131,89.7,444.0768584250215
2407,0.377,0.117,92.625,345.7792084875931
2408,0.455,0.209,92.625,301.16668858145067
2409,0.505,0.31,98.47500000000001,80.36119876916554
2410,0.501,0.362,95.55,304.4166939099518
2411,0.376,0.321,102.375,189.1024140663809
2412,0.418,0.285,100.425,83.89383163677395
2413,0.23,0.221,103.35000000000001,126.72087419152415
2414,0.125,0.177,93.60000000000001,152.9081866837027
2415,0.06,0.185,110.175,102.04193160548814
2416,0.024,0.221,102.375,182.28565394123757
2417,0.001,0.256,105.3,656.9977687691656
2418,0.0,0.275,112.125,328.1947435970935
2419,0.0,0.289,125.775,485.68807848759315
2420,0.0,0.309,124.80000000000001,367.2077459954146
2421,0.0,0.311,117.0,615.5661938160944
2422,0.0,0.272,111.15,274.84187198091803
2423,0.0,0.234,103.35000000000001,421.42538784127817
2424,0.0,0.199,102.375,335.53543158004396
2425,0.0,0.169,102.375,346.44127439864644
2426,0.0,0.163,98.47500000000001,417.5355910046269
2427,0.0,0.155,102.375,385.4580523082781
2428,0.0,0.146,138.45000000000002,653.2474577341831
2429,0.02,0.151,193.05,564.088425949449
2430,0.085,0.204,189.15,418.27091707104165
2431,0.128,0.216,184.275,694.0018202830025
2432,0.172,0.182,197.925,405.577250100944
2433,0.241,0.148,182.32500000000002,724.5289797368271
2434,0.438,0.13,198.9,269.95975446373916
2435,0.576,0.137,246.675,407.74059749364164
2436,0.575,0.157,209.625,666.7354348570979
2437,0.457,0.175,153.07500000000002,256.9923439175636
2438,0.319,0.189,136.5,440.0926897660684
2439,0.213,0.195,117.0,223.53926825111725
2440,0.084,0.16,116.025,434.0987710697196
2441,0.015,0.126,118.95,279.10025973682696
2442,0.0,0.133,119.925,392.5811084039343
2443,0.0,0.138,130.65,203.9736902830026
2444,0.0,0.146,123.825,370.24983443449776
2445,0.0,0.16,119.925,446.0713446457978
2446,0.0,0.162,112.125,377.01979752288315
2447,0.0,0.163,111.15,464.5791241873464
2448,0.0,0.167,103.35000000000001,348.61920882730243
2449,0.0,0.165,102.375,384.75652567547115
2450,0.0,0.159,102.375,411.1474133927482
2451,0.0,0.155,109.2,415.1474710053267
2452,0.0,0.149,148.20000000000002,691.7233592776165
2453,0.057,0.112,183.3,556.0646282096175
2454,0.175,0.123,186.225,521.1356459374013
2455,0.277,0.187,180.375,665.1967380002204
2456,0.367,0.207,175.5,504.73414125675026
2457,0.602,0.203,162.82500000000002,544.8844527750633
2458,0.635,0.197,206.70000000000002,325.4016688588222
2459,0.609,0.203,182.32500000000002,436.6424403771353
2460,0.532,0.217,175.5,391.59734526718336
2461,0.417,0.233,145.275,355.7757433090628
2462,0.324,0.249,132.6,389.0879190682194
2463,0.206,0.251,119.925,328.13650678549646
2464,0.098,0.204,109.2,268.96945504727967
2465,0.017,0.188,108.22500000000001,503.23589613629184
2466,0.0,0.22,114.075,289.2171869007016
2467,0.0,0.209,129.675,274.15734277506334
2468,0.0,0.188,128.70000000000002,345.061942450461
2469,0.0,0.182,119.925,389.77840907872593
2470,0.0,0.174,111.15,434.1457427645567
2471,0.0,0.161,107.25,371.8300363351824
2472,0.0,0.151,103.35000000000001,392.9942893507907
2473,0.0,0.153,101.4,392.8310820276683
2474,0.0,0.142,103.35000000000001,340.20119446870916
2475,0.0,0.127,108.22500000000001,467.79059147332043
2476,0.0,0.096,141.375,700.0175773692364
2477,0.042,0.072,198.9,494.1999721564567
2478,0.151,0.088,177.45000000000002,625.15466002174
2479,0.37,0.12,187.20000000000002,464.4712612835977
2480,0.444,0.125,198.9,556.6464640431496
2481,0.549,0.12,184.275,597.965297274375
2482,0.505,0.118,206.70000000000002,368.31186562351854
2483,0.425,0.119,201.82500000000002,374.09437885474375
2484,0.376,0.121,192.07500000000002,425.856725706193
2485,0.329,0.121,159.9,486.8558998807648
2486,0.264,0.121,144.3,267.21342649637745
2487,0.176,0.12,116.025,347.29474893741826
2488,0.079,0.103,104.325,502.16703940909156
2489,0.017,0.09,110.175,233.48279547035642
2490,0.0,0.112,112.125,419.1155697980903
2491,0.0,0.132,126.75,194.89876727437493
2492,0.0,0.146,127.72500000000001,301.703915540844
2493,0.0,0.159,119.925,405.81789192062
2494,0.0,0.155,118.95,409.04930185013234
2495,0.0,0.147,112.125,388.52610091897276
2496,0.0,0.132,104.325,416.0996749538047
2497,0.0,0.117,102.375,355.7712533859511
2498,0.0,0.106,102.375,390.8773372419023
2499,0.0,0.093,107.25,437.5003661395608
2500,0.001,0.079,146.25,626.0680205444387
2501,0.057,0.065,189.15,584.8413304565361
2502,0.201,0.062,203.775,739.2145095649751
2503,0.339,0.093,183.3,474.0599805399507
2504,0.353,0.124,218.4,357.9927170660971
2505,0.341,0.146,189.15,616.0047127446336
2506,0.347,0.164,185.25,274.7830107112679
2507,0.317,0.185,207.675,386.0683663898045
2508,0.244,0.202,192.07500000000002,385.4165488052679
2509,0.191,0.207,158.925,384.586962788585
2510,0.151,0.202,134.55,383.31823062785327
2511,0.113,0.184,116.025,157.1401844838045
2512,0.069,0.145,111.15,479.40455363619475
2513,0.015,0.125,117.97500000000001,341.31397422907276
2514,0.0,0.122,116.025,370.366914694585
2515,0.0,0.134,128.70000000000002,336.94837274463373
2516,0.0,0.163,128.70000000000002,181.1691926172678
2517,0.0,0.184,115.05,364.56051588034103
2518,0.0,0.183,112.125,331.49680749214593
2519,0.0,0.174,106.275,306.0018388931705
2520,0.0,0.167,102.375,418.27768413349185
2521,0.0,0.168,101.4,355.33331195637976
2522,0.0,0.177,104.325,339.00103934875045
2523,0.0,0.182,107.25,394.8101880081471
2524,0.001,0.181,139.425,608.6744487710783
2525,0.059,0.156,174.525,550.2416316375443
2526,0.189,0.141,201.82500000000002,522.6580989318118
2527,0.346,0.208,181.35,458.2102141715961
2528,0.475,0.225,201.82500000000002,472.85227508168225
2529,0.464,0.22,180.375,636.595406852803
2530,0.39,0.199,205.725,206.8050438391821
2531,0.351,0.166,202.8,361.47617561030273
2532,0.345,0.133,194.025,577.8431369263802
2533,0.333,0.107,144.3,280.8888804195699
2534,0.301,0.098,125.775,394.1362013051302
2535,0.211,0.111,109.2,201.60786869750092
2536,0.12,0.124,108.22500000000001,245.22344955853546
2537,0.027,0.154,115.05,325.000666495863
2538,0.0,0.225,116.025,202.9314673323717
2539,0.0,0.266,130.65,267.1900468528029
2540,0.0,0.251,120.9,550.809840751984
2541,0.0,0.225,116.025,392.319011207027
2542,0.0,0.201,114.075,437.2458569509061
2543,0.0,0.183,103.35000000000001,349.64206405991445
2544,0.0,0.176,103.35000000000001,142.74878498681764
2545,0.0,0.173,100.425,248.01960162841195
2546,0.0,0.176,101.4,220.7517694145472
2547,0.0,0.17,105.3,258.05038468594915
2548,0.001,0.153,98.47500000000001,316.9139260724256
2549,0.045,0.113,97.5,332.3439435739765
2550,0.116,0.073,90.675,487.53518503567017
2551,0.183,0.108,95.55,354.48717854450996
2552,0.269,0.166,96.525,264.804274417649
2553,0.358,0.185,98.47500000000001,228.45575800170604
2554,0.402,0.163,103.35000000000001,400.57449601349265
2555,0.386,0.129,103.35000000000001,251.17103959754976
2556,0.357,0.106,101.4,206.3643552450373
2557,0.263,0.101,100.425,354.2380642509306
2558,0.238,0.106,103.35000000000001,239.64586104295915
2559,0.153,0.111,106.275,317.87242882909436
2560,0.073,0.091,106.275,240.00868654001246
2561,0.016,0.084,109.2,206.15702638957828
2562,0.0,0.089,106.275,294.35363501938593
2563,0.0,0.084,122.85000000000001,262.497628001706
2564,0.0,0.08,120.9,203.41693678194798
2565,0.0,0.09,111.15,436.49944471851745
2566,0.0,0.106,110.175,180.20153432614774
2567,0.0,0.117,106.275,311.9467177434864
2568,0.0,0.118,104.325,273.2058659576471
2569,0.0,0.112,101.4,308.71193619128036
2570,0.0,0.104,104.325,288.7451857240139
2571,0.0,0.085,102.375,291.8440765417302
2572,0.0,0.07,99.45,252.03461525065757
2573,0.024,0.058,94.575,267.59651483570946
2574,0.069,0.052,87.75,472.53431711363334
2575,0.128,0.053,91.65,271.936767989758
2576,0.171,0.054,92.625,207.36622577024235
2577,0.213,0.049,100.425,102.31676056581327
2578,0.241,0.05,101.4,291.94560442685133
2579,0.211,0.061,99.45,203.1618484631143
2580,0.233,0.074,101.4,89.55138834629768
2581,0.311,0.084,100.425,228.36741711972326
2582,0.25,0.097,102.375,149.62900706131498
2583,0.106,0.094,102.375,426.8847463604153
2584,0.032,0.068,100.425,200.8541764188236
2585,0.004,0.062,108.22500000000001,167.46707185688592
2586,0.0,0.072,118.95,395.08074284982706
2587,0.0,0.07,124.80000000000001,318.0252736675434
2588,0.0,0.065,123.825,196.99176939764715
2589,0.0,0.058,114.075,223.5872044852596
2590,0.0,0.05,109.2,255.73608747017317
2591,0.0,0.047,104.325,284.555288235571
2592,0.0,0.045,101.4,238.59926753329063
2593,0.0,0.041,99.45,230.05086600393685
2594,0.0,0.037,102.375,274.61722318038807
2595,0.0,0.034,104.325,393.5312191810442
2596,0.0,0.035,121.875,596.3978215359151
2597,0.016,0.03,167.70000000000002,526.5732202450009
2598,0.054,0.028,189.15,402.2409271879335
2599,0.128,0.039,208.65,451.48331789341063
2600,0.364,0.058,201.82500000000002,396.2416205985597
2601,0.436,0.078,188.175,438.2002858920984
2602,0.413,0.095,203.775,296.4968068327345
2603,0.408,0.1,214.5,139.1727921262732
2604,0.46,0.094,187.20000000000002,477.0530610672374
2605,0.494,0.089,156.975,302.7708015375555
2606,0.376,0.092,141.375,230.93506918432485
2607,0.21,0.084,119.925,187.76951636077612
2608,0.078,0.057,116.025,301.24034894916576
2609,0.017,0.034,123.825,249.97909977304263
2610,0.0,0.027,120.9,207.31962730305258
2611,0.0,0.028,132.6,105.09264589209837
2612,0.0,0.042,121.875,201.4166125982316
2613,0.0,0.063,117.97500000000001,253.38757895080616
2614,0.0,0.078,112.125,408.17913612561716
2615,0.0,0.086,107.25,233.03749235815164
2616,0.0,0.093,103.35000000000001,256.2597764982817
2617,0.0,0.108,104.325,291.58092778930086
2618,0.0,0.128,106.275,328.1885106922945
2619,0.0,0.137,106.275,312.9511219905113
2620,0.002,0.142,124.80000000000001,543.167151691149
2621,0.053,0.112,175.5,484.1296797942075
2622,0.151,0.088,198.9,367.12537562178784
2623,0.3,0.09,188.175,547.9193865846539
2624,0.476,0.088,218.4,326.2537968984116
2625,0.607,0.079,179.4,489.93730398822026
2626,0.62,0.065,180.375,192.01793527204177
2627,0.554,0.054,196.95000000000002,172.30772236185038
2628,0.486,0.045,188.175,258.7047642947803
2629,0.444,0.041,160.875,189.14654493669104
2630,0.381,0.044,139.425,346.03560848159543
2631,0.287,0.048,121.875,205.71327138458898
2632,0.159,0.054,117.97500000000001,310.86473816064006
2633,0.033,0.064,117.0,137.11176590675478
2634,0.0,0.083,115.05,234.02992591395247
2635,0.0,0.102,130.65,218.82139398822028
2636,0.0,0.112,128.70000000000002,202.4884662493032
2637,0.0,0.112,117.0,369.36336140618204
2638,0.0,0.106,114.075,284.7200010636336
2639,0.0,0.095,108.22500000000001,276.88259619172175
2640,0.0,0.078,108.22500000000001,366.4600406855559
2641,0.0,0.059,103.35000000000001,269.50415054653445
2642,0.0,0.043,107.25,304.9704405928749
2643,0.0,0.039,109.2,396.56809901729736
2644,0.005,0.044,122.85000000000001,672.4327743832454
2645,0.093,0.053,173.55,485.1460466907195
2646,0.295,0.034,197.925,430.64079247373246
2647,0.494,0.045,192.07500000000002,504.4426534468833
2648,0.651,0.084,187.20000000000002,326.346045207823
2649,0.758,0.104,197.925,481.53661659803856
2650,0.817,0.117,193.05,165.73479789557305
2651,0.828,0.127,207.675,198.04755928578854
2652,0.79,0.144,190.125,318.6613997955343
2653,0.691,0.177,150.15,170.2034704443015
2654,0.525,0.235,137.475,220.95900113940928
2655,0.296,0.32,122.85000000000001,73.0404811857498
2656,0.102,0.386,123.825,256.61455081502567
2657,0.021,0.38,107.25,100.95459998089633
2658,0.0,0.337,120.9,94.05352854434028
2659,0.0,0.302,126.75,174.89329659803852
2660,0.0,0.3,120.9,193.57670599561186
2661,0.0,0.292,117.0,289.03141687608166
2662,0.0,0.259,109.2,274.68852086136616
2663,0.0,0.237,104.325,317.61178748806026
2664,0.0,0.22,101.4,326.1080878461544
2665,0.0,0.198,105.3,291.9900404852629
2666,0.0,0.186,105.3,355.52316903019465
2667,0.0,0.189,105.3,401.66364530697405
2668,0.006,0.186,120.9,634.5305904996413
2669,0.084,0.162,163.8,500.8735226110723
2670,0.219,0.31,195.0,397.76735452264677
2671,0.403,0.372,199.875,640.2213516125101
2672,0.549,0.395,188.175,367.3346872473052
2673,0.647,0.415,179.4,460.5695485168953
2674,0.793,0.429,180.375,259.373911969088
2675,0.823,0.447,182.32500000000002,335.1784146937465
2676,0.799,0.46,188.175,273.53025641984283
2677,0.649,0.47,146.25,359.9011088734733
2678,0.493,0.481,131.625,247.30362423724034
2679,0.327,0.479,121.875,195.2219178749111
2680,0.162,0.444,112.125,267.72255051401976
2681,0.035,0.358,117.0,269.2362085168954
2682,0.0,0.303,118.95,173.95486651977106
2683,0.0,0.253,129.675,323.0026716125101
2684,0.0,0.229,123.825,159.17064624874308
2685,0.0,0.212,114.075,294.43485633429293
2686,0.0,0.202,111.15,306.4288704140915
2687,0.0,0.194,107.25,287.933680399713
2688,0.0,0.215,105.3,316.9529031322726
2689,0.0,0.196,104.325,389.77994820600026
2690,0.0,0.192,105.3,318.7449258110045
2691,0.0,0.187,106.275,366.32297187222156
2692,0.005,0.184,120.9,634.1693890683833
2693,0.058,0.169,158.925,480.1705055719665
2694,0.162,0.248,188.175,372.8144444481963
2695,0.431,0.267,168.675,612.2876096582048
2696,0.573,0.265,194.025,271.35158247321755
2697,0.72,0.259,191.1,538.5792081032431
2698,0.818,0.248,175.5,301.5047523257622
2699,0.858,0.236,189.15,342.5759703507834
2700,0.819,0.218,176.475,282.069572462043
2701,0.731,0.2,131.625,350.6830707708005
2702,0.595,0.182,110.175,210.86746386954937
2703,0.413,0.167,101.4,168.96000485703877
2704,0.204,0.147,106.275,265.63425993076646
2705,0.032,0.128,103.35000000000001,223.6155681032431
2706,0.0,0.133,111.15,76.47264627571967
2707,0.0,0.133,117.0,199.40711965820483
2708,0.0,0.138,128.70000000000002,481.00593655945585
2709,0.0,0.149,118.95,311.2074795107495
2710,0.0,0.161,114.075,417.92184611708984
2711,0.0,0.155,106.275,384.1332152547067
2712,0.0,0.135,105.3,90.72841811226837
2713,0.0,0.119,108.22500000000001,259.43783073076196
2714,0.0,0.102,104.325,312.7438188034299
2715,0.0,0.082,104.325,288.8087812402538
2716,0.007,0.064,101.4,305.2682787323953
2717,0.061,0.058,92.625,355.877016880181
2718,0.228,0.077,91.65,443.12224353500847
2719,0.373,0.093,91.65,371.6727296803443
2720,0.505,0.091,96.525,221.19788389834787
2721,0.632,0.079,98.47500000000001,114.58906233435519
2722,0.75,0.07,100.425,330.3312486613607
2723,0.791,0.068,99.45,267.95339902470005
2724,0.724,0.072,104.325,48.941702188202775
2725,0.632,0.08,100.425,292.17762131537154
2726,0.474,0.088,102.375,135.3507142972046
2727,0.288,0.1,100.425,145.3585441155349
2728,0.141,0.103,100.425,94.76612673402852
2729,0.037,0.096,104.325,271.5095523343552
2730,0.0,0.103,105.3,238.78373793468182
2731,0.0,0.112,114.075,127.40993968034427
2732,0.0,0.127,119.925,415.06399669851123
2733,0.0,0.144,117.0,263.379414443357
2734,0.0,0.158,110.175,265.24854098754946
2735,0.0,0.161,105.3,343.7992629859162
2736,0.0,0.164,102.375,313.2436462718704
2737,0.0,0.155,101.4,313.8734158592969
2738,0.0,0.139,100.425,313.83889546169183
2739,0.0,0.138,99.45,325.68801104313104
2740,0.009,0.13,98.47500000000001,307.65463179343584
2741,0.08,0.118,91.65,359.1386348994342
2742,0.317,0.131,92.625,535.0104392880583
2743,0.52,0.139,98.47500000000001,418.88783849284806
2744,0.663,0.122,98.47500000000001,286.0900773000329
2745,0.768,0.112,102.375,170.58836491440258
2746,0.837,0.114,102.375,439.4959881251798
2747,0.842,0.127,103.35000000000001,210.21407613715465
2748,0.806,0.144,106.275,252.78472774254323
2749,0.718,0.159,107.25,130.30962454673434
2750,0.575,0.177,103.35000000000001,435.56007214613567
2751,0.4,0.18,103.35000000000001,191.93316814014824
2752,0.207,0.175,110.175,169.47631772757478
2753,0.031,0.154,113.10000000000001,336.58085491440255
2754,0.0,0.179,116.025,303.65022210123027
2755,0.0,0.202,123.825,271.41113849284807
2756,0.0,0.198,126.75,376.4240708934468
2757,0.0,0.176,116.025,390.03159931799496
2758,0.0,0.144,113.10000000000001,261.1368033688876
2759,0.0,0.111,107.25,371.7184174347487
2760,0.0,0.079,102.375,338.51135162402227
2761,0.0,0.056,103.35000000000001,322.82860940021146
2762,0.0,0.042,104.325,377.2425055380802
2763,0.0,0.033,105.3,432.1329379695975
2764,0.009,0.023,121.875,631.3536706088211
2765,0.108,0.011,120.9,567.952949697473
2766,0.322,0.007,176.475,416.29253054259635
2767,0.526,0.021,226.20000000000002,577.3677528183338
2768,0.687,0.032,211.57500000000002,338.72875123194007
2769,0.8,0.035,179.4,649.8099780591526
2770,0.858,0.034,192.07500000000002,248.7019656795619
2771,0.868,0.033,199.875,350.32314636890555
2772,0.829,0.034,190.125,262.08617017911024
2773,0.742,0.036,150.15,374.45272092038056
2774,0.605,0.04,132.6,209.30249938591334
2775,0.419,0.047,114.075,183.4621840412415
2776,0.202,0.066,114.075,212.0159718174306
2777,0.034,0.119,116.025,318.5677680591525
2778,0.0,0.225,117.0,276.90009430087446
2779,0.0,0.296,128.70000000000002,173.93024281833382
2780,0.0,0.323,126.75,269.87325435280104
2781,0.0,0.31,115.05,362.5790972659557
2782,0.0,0.278,111.15,320.08876769566643
2783,0.0,0.235,104.325,380.21657648705684
2784,0.0,0.188,103.35000000000001,341.00810253768645
2785,0.0,0.16,103.35000000000001,335.4296431605434
2786,0.0,0.142,102.375,360.69068685142787
2787,0.0,0.133,106.275,426.942878247074
2788,0.01,0.127,134.55,670.0098416612235
2789,0.111,0.081,183.3,479.380316794012
2790,0.323,0.097,195.975,551.4842892623112
2791,0.52,0.24,187.20000000000002,383.45622664407995
2792,0.679,0.27,188.175,615.0460977167331
2793,0.783,0.264,178.425,230.4207098620393
2794,0.829,0.245,194.025,263.17316647101893
2795,0.836,0.222,196.95000000000002,477.97088492544077
2796,0.801,0.197,174.525,250.45611322993057
2797,0.718,0.177,148.20000000000002,327.9353096889782
2798,0.591,0.165,129.675,232.38639876625714
2799,0.416,0.166,111.15,189.6490295390462
2800,0.209,0.173,108.22500000000001,348.19763016190325
2801,0.033,0.212,113.10000000000001,124.55451986203929
2802,0.0,0.311,114.075,257.1226795621753
2803,0.0,0.341,125.775,302.1889266440799
2804,0.0,0.312,121.875,155.35019756680109
2805,0.0,0.272,118.95,333.35446539836585
2806,0.0,0.22,113.10000000000001,343.4054038296586
2807,0.0,0.178,103.35000000000001,276.92629532897877
2808,0.0,0.153,101.4,305.2057967126346
2809,0.0,0.137,101.4,362.42731891340725
2810,0.0,0.123,99.45,309.0380042084982
2811,0.0,0.102,104.325,366.28855317154336
2812,0.011,0.083,129.675,609.9148732984063
2813,0.11,0.049,197.925,523.2625454660867
2814,0.312,0.022,180.375,544.7174103144049
2815,0.506,0.043,195.0,331.6918909045867
2816,0.656,0.095,196.95000000000002,442.24133678985964
2817,0.763,0.101,193.05,396.3723285604052
2818,0.818,0.092,207.675,324.3501223883145
2819,0.822,0.08,224.25,199.53019886376916
2820,0.782,0.069,193.05,268.07268077772375
2821,0.697,0.061,154.05,232.48186004413293
2822,0.56,0.059,132.6,75.6765387203602
2823,0.382,0.068,116.025,233.74871548263283
2824,0.187,0.085,107.25,192.3008976834054
